count,hybrid_mask
868,?l?l?l?l?d?l?l?l
866,?l?d?l?l?d?d
865,?w2?d?d?u
864,?w4?l?w2?l
863,?l?l?l?l?w2?l?l
862,?w1?w2?s
861,?u?l?l?l?l?d?d
860,?w4?l?l?d?d?d
860,?w2?l?l?w2?d?d
859,?d?w2?l?l?l
858,?d?d?d?d?d?d?w2?d?d
857,?w3?w4?w3
853,?d?d?l?l?d?d
852,?w3?l?l?l?l?d?d
850,?u?u?w4?d?d
849,?l?l?l?d?d?w3
848,?l?l?w2?s?d?d
848,?l?l?l?l?d?l?l
846,?w2?l?l?w2?d
845,?w2?d?s
845,?l?l?l?d?l?d
844,?d?d?w2?d?l
842,?w2?l?l?s?d?d
842,?w2?l?d?d?d?d?d?d
841,?l?d?d?d?d?w2
835,?l?d?l?w4
834,?d?w2?w4
832,?d?d?d?d?d?u
831,?d?d?d?d?w3?l
830,?w4?s?s?s
830,?l?l?w2?w2?d
830,?l?l?d?d?d?d?d?d?d?d?d
829,?l?l?l?d?l?l?l?l
828,?w2?u?u?d?d
827,?l?w3?s?d
826,?s?w4?s
825,?w2?d?d?d?l?l?l?d?d?d
822,?d?d?w3?d?d?d?d?d
821,?u?u?u?d?d?d?d?d?d
817,?w2?l?l?w2?l
816,?l?l?l?w3?d?d?d
816,?d?d?d?d?u?u?u
815,?d?l?l?l?w2
814,?l?l?d?l?w2
813,?d?d?d?s?d?d?d?d
811,?d?d?w1?l
810,?d?l?d?l?d?l?d?l
809,?w3?l?w2?l?l
809,?l?l?l?d?d?d?l
808,?w4?l?l?l?l?l
806,?l?d?l?d?d?d
803,?l?w4?l?d
802,?w3?w4?l?l
801,?w2?w1?s
800,?w2?d?d?d?s
799,?w3?w1?w2
799,?l?w2?w3?d?d
795,?l?l?l?w2?s
792,?w1?w1?d
792,?l?l?l?d?d?d?d?d?d?d?d?d
791,?l?l?l?l?w2?w2
790,?w3?d?d?d?d?s
790,?w2?l?w2?l?l
789,?w4?u?u?u?d
789,?u?w3?l?d
784,?w3?l?d?d?d?d?d
784,?d?d?d?l?l
783,?w2?l?s?w2
783,?l?l?d?l?l
782,?s?s?w3?s?s
782,?d?d?w3?w3
780,?l?l
778,?w3?l?w2?w2
778,?w3?d?s?d
776,?l?l?w3?d?d?d?d
773,?w2?w1?w3
772,?w4?w4?w2
772,?w4?l?l?l?w2
771,?w1?l?d?d?d?d
771,?l?d?l?d?l?d?d
769,?w3?w3?u
768,?d?d?w2?w4
767,?w4?w4?l
767,?u?w2?u?u
765,?w3?d?w3?d
764,?d?d?w2?d?d?w2
762,?l?w3?d?d?d?d?d?d
761,?d?d?d?d?d?d?d?d?d?l?l
756,?w3?d?d?d?w4
754,?w1?w2?w1
754,?l?w2?l?l?l?d
754,?d?d?d?d?d?d?u?u
750,?l?d?l?d?l?d?l
748,?l?s?w1
746,?d?d?w3?l?l
745,?l?s?l?w3
745,?d?d?d?d?l?l?w2
744,?d?d?d?l?l?l?l?l
741,?d?d?d?w1?d
740,?u?u?u?u?u?w3
737,?w3?l?s?w2
737,?u?u?u?u?u?d?d?d
736,?l?w2?s?d?d
735,?w3?u?u?u?u?u
735,?u?u?u?d?d?w2
735,?d?d?d?l?l?w2
735,?d?d?d?d?d?d?s
734,?u?u?w3?u
730,?l?d?l?l?l?d
730,?l?d?d?w2?d?d
729,?l?l?l?d?d?d?l?l
729,?d?d?l?w2
729,?d?d?l?d?d?d
728,?w2?l?w3?w2
728,?d?d?d?u?u?u
726,?w2?w3?l?d
726,?l?w4?s
726,?l?w2?s
726,?d?d?d?d?l?w2
725,?w2?d?d?w1
725,?l?l?w3?l?l?l
724,?u?w3?s
723,?w3?d?d?l?l?l
723,?d?d?l?l?w2
722,?w3?s?s?s
722,?l?l?l?l?d?d?l?l
721,?w2?l?l?l?d?d?d?d
721,?u?u?u?w3?u
721,?u?l?w4?d
719,?w3?w2?l?l?l
718,?w2?s?l?w2
716,?l?l?l?w4?w2
713,?u?u?u?u
713,?l?l?d?l?w3
713,?l?l?d?l?l?d?l?l
713,?d?d?d?d?d?d?d?s
712,?l?d?w2?l
711,?l?l?l?d?d?d?d?l
710,?l?l?w4?d?d?d
709,?l?d?d?w4
706,?w2?s?w2?d?d
705,?l?w3?s?w2
704,?w3?l?l?l?d?d?d
703,?l?l?d?l?l?l?l
700,?w2?l?l?d?l
699,?w2?w3?d?d?d?d?d
698,?l?l?l?d?d?d?d?w2
696,?l?l?w3?w4
695,?w4?w4?d
695,?d?d?d?d?d?d?d?w4
694,?w2?d?d?d?w3
692,?w1?s?d?d?d
692,?u?u?u?u?u?u?u?u?u?u
691,?w1?l?l?l?d
690,?u?u?u?u?u?w4
690,?s?s?w4?s?s
690,?d?d?d?d?w3?d?d
688,?l?w4?d?d?d?d
688,?d?d?d?d?l?l?d?d
687,?u?l?l?d?d?w2
687,?d?d?d?l?l?l?l?l?d?d
686,?w2?l?l?w2?l?l
686,?d?d?d?d?d?d?d?w2?d
685,?w4?d?d?d?d?w2
683,?l?l?l?l?l?l?l?l?d?d
683,?l?l?d?l?d?l
679,?w2?w3?l?d?d
678,?w2?w3?l?l?l
678,?w1?l?w1
677,?d?l?l?l?l?l?l?l
676,?u?w2?w2?d?d
675,?d?w1?w2
674,?u?w3?u?u
674,?l?l?w2?w2?l
673,?s?w4
673,?d?d?l?w3
672,?l?w4?l?d?d
671,?l?l?s?l?l?l
670,?l?d?d?d?d?l?l
670,?d?l?l?l?l?d
668,?u?l?l?u?l?l
666,?l?w3?w3?d?d
666,?d?d?d?d?d?d?d?d?l?l?l
664,?w3?l?l?d?d?d?d
664,?d?d?d?d?d?d?l?l?l?l
662,?w3?u?l?l
662,?l?l?d?l?l?w2
661,?l?w3?l?d?d?d
661,?d?w2?d?d?l
659,?w3?l?l?l?w3
659,?u?u?u?w4?d
658,?l?d?d?d?l?d?d?d
657,?d?d?d?d?d?d?d?d?d?w3
656,?w3?u?u?u?u?d
656,?d?d?w2?d?w2
655,?u?u?u?u?w3?d
653,?w1?d?w1
653,?s?s?w2?s?s
650,?w4?u?l?l
650,?d?l?l?l?l?l?l
650,?d?d?d?d?l?d
649,?w3?l?w3?w2
648,?w4?w3?l?l
648,?w2?d?d?d?w4
648,?d?w1?w1
648,?d?d?d
643,?w4?d?d?s?s
643,?d?d?d?d?d?d?d?d?d?d?w3
642,?u?w2?w2?d
641,?w2?u?w2
640,?w2?w4?s
638,?w2?w2?l?w3
638,?d?d?d?d?w3?d?d?d?d
637,?w4?s?l?l?l
637,?l?l?l?l?s?w2
636,?d?d?w2?w2?d
635,?w2?d?l?w2
635,?l?w2?l?w1
634,?w4?w3?s
634,?l?l?l?w2?l?d
632,?d?l?l?w1
631,?l?l?l?w2?w3
631,?l?l?l?l?l?d?l?l
629,?w2?s?l?w3
629,?w2?l?l?l?w4
628,?l?w2?d?l
627,?l?l?w3?s
627,?d?d?d?d?d?d?d?d?w4
622,?l?w4?l?l?l
619,?u?u?w2?u
618,?l?w3?d?l
616,?u?l?l?l?l?l?d?d
616,?l?w4?w4
616,?l?l?d?l?d?d
615,?w4?u?u?u?u?u
613,?w2?u?w3
609,?w3?d?d?s?d?d
609,?w2?w2?d?d?d?d?d?d
608,?w3?d?d?d?w3
607,?l?w2?w2?l?l
607,?d?d?l?d?d?l
606,?w3?l?d?d?d?d?d?d
606,?u?w2?w3?d
605,?u?l?d?d?d?d?d?d
604,?l?d?l?l?w3
603,?w2?w4?d?d?d?d
603,?l?l?w2?w3?l
603,?d?d?d?l?l?d?d?d
600,?l?l?l?l?l?w1
599,?w3?d?d?w2?d?d
598,?w1?w2?w4
598,?u?w2?u?w2
598,?d?l?l?l?w3
597,?u?w3?l?l
597,?l?l?l?l?l?l?d?l
597,?l?l?d?l?l?d?d
596,?w4?w2?d?d?d?d
596,?u?u?u?u?u?u?w2
596,?l?l?w1?w2
595,?w2?l?l?l?s
595,?d?d?s?w3
592,?u?l?w4?d?d
592,?u?d?d?d?d?d?d?d?d
591,?l?l?l?s?l?l
591,?d?d?d?l?w2
590,?u?u?w2?d
590,?l?l?l?w1?d
588,?l?w3?w2?l?l
587,?w2?d?w3?d
587,?u?w2?l?l?d?d
586,?l?d?l?l?l?d?l?l
585,?u?w2?u?d?d
585,?u?l?w2?d?d?d?d
584,?l?w2?l?l?l?d?d
583,?w2?w2?d?d?d?d?d
583,?l?l?d?w2?d?d
581,?u?u?u?w4?d?d
581,?d?d?d?d?d?d?d?d?d?d?l
580,?w3?w2?l?d?d
580,?u?l?l?l?l
579,?w2?w3?l?w2
579,?d?d?l?l?w3
579,?d?d?d?s?d?d?d
578,?w2?w4?w4
578,?u?d?w4
576,?w2?w3?w1
576,?u?w4?l
576,?d?d?w4?d?d
575,?w1?s?w4
574,?w2?l?l?s?d
573,?w3?d?d?w4
572,?w3?w3?l?l?l
571,?u?u?u?u?u?u?u?u?d
570,?l?l?s?d?d?d?d
570,?d?d?d?d?w2?w3
568,?l?l?d?l?l?l?l?l
567,?w2?l?l?w3?l
567,?d?d?d?l?d?d
565,?w2?l?d?d?w2
564,?w3?d?w2?d?d
563,?w1?w1?d?d
563,?u?l?u?l?u?l
560,?w3?w3?w1
560,?u?s?w4
558,?w2?u?d
558,?d?w2?d?d?d?d?d?d?d
557,?w2?l?s?d
555,?w4?d?d?l?l
555,?u?l?w2?w3
554,?w2?w1?l?l
554,?w1?d?d?d?d?d?d?d?d
554,?d?u?w4
553,?w2?s?w2?l
553,?l?l?w2?d?d?d?d?d
553,?d?d?d?s?w3
552,?w2?d?l?l?l?l
552,?l?d?l?d?l?d?l?d?l
552,?l?d?l?d?d?l?d?d
552,?d?d?d?d?d?w2?d?d?d
551,?d?d?l?l?l?w2
548,?w1?w3?w2
548,?u?w3?s?d?d
548,?l?l?l?l?l?d?l
548,?l?d?l?d?l?d?l?d?l?d
546,?w1?w1?w2
545,?l?w2?d?w2
545,?l?l?w2?l?d?d?d
544,?w3?w4?w4
543,?w2?d?w2?l
543,?d?d?d?d?w3?d?d?d
540,?w4?w3?u
540,?w4?d?d?d?d?s
539,?d?d?d?l?d?d?d
538,?w2?s?w3?d?d
537,?w4?s?w4
537,?w3?l?d?w2
536,?l?l?w1?l?l
535,?w2?s?w2?d
535,?w1?l?l?w3
535,?u?u?u?u?u?u?d?d?d
534,?l?w2?w2?w2
532,?w2?w2?l?l?d
532,?u?l?w2?w4
531,?w3?l?s?w3
531,?l?w3?w2?w2
531,?d?l?l?l?d?d
531,?d?d?d?d?d?d?w2?d?d?d
528,?w4?w3?w4
528,?w4?w2?w1
528,?l?w2?s?w2
527,?u?u?u?u?w3?d?d
527,?u?l?l?d?d?d?d?d
527,?l?l?w2?s?d
527,?l?d?l?l?l?l?l?l
524,?w2?u?u?d
524,?l?l?l?l?d?d?l
521,?u?w2?l?d
521,?l?w1?w2
521,?l?l?l?l?l?l?w3
521,?d?d?l?d?d?l?d?d?l
520,?w3?d?u
520,?u?u?u?w2?d
520,?l?w3?l?w4
520,?l?w1?d?d?d
520,?l?l?l?w3?w3
519,?u?l?w3?l
519,?u?l?d?d?d?d
518,?w3?s?u
517,?l?w3?d?d?w2
516,?s?s?w4
515,?w4?d?d?d?d?d?d?d?d?d
514,?l?l?w4?w3
513,?w1?d?d?w3
512,?u?l?l?l?l?w2
512,?l?l?d?d?d?d?l
511,?l?l?w2?d?d?d?d?d?d
511,?d?d?l?l?d?d?d?d
510,?l?s?l?w4
509,?u?u?w4?u
508,?w3?l?b?b?l
508,?l?l?d?d?l?d
507,?u?w3?u?u?u
506,?w3?w2?l?w2
506,?l?l?d?d?d?l?l?l
506,?d?d?l?l?d?d?d
505,?u?l?l?u?l?l?d?d
505,?l?s?w2?d?d
504,?w4?u?u?u?d?d
504,?w2?d?d?d?d?s
504,?u?w2?l?w2
504,?u?u?u?s?u?u?u
503,?l?l?d?d?d?d?d?d?l
502,?w4?w1?s
500,?d?w3?w4
499,?w3?w3?l?w2
499,?w1?u?u
499,?u?l?w2?l?l
499,?l?l?w3?l?w2
499,?d?l?d?l?d?l?d
499,?d?d?d?d?d?d?d?d?d?d?u
498,?w3?s?l?w2
498,?w2?d?d?d?d?l?l
498,?l?l?l?l?d?d?d?d?d?d?d
497,?w4?d?u
497,?w3?w4?s
497,?w3?s?w2?l
497,?d?l?l?d?l?l
496,?l?l?l?w3?s
496,?l?l?l?s?w1
494,?w3?b?b?l
494,?d?d?l?l?l
493,?d?d?s?d?s?d?d
492,?u?w2?u?u?u
492,?l?d?d?w2?l
491,?w2?w2?l?l?d?d
491,?l?l?d?d?d?d?d?d?d?d?d?d
490,?u?l?w2?l?d?d
489,?w1?s?l?l
488,?l?l?l?l?l?l?s
488,?l?d?l?d?w2
488,?d?d?d?d?d?d?d?d?s
488,?d?d?d?d?d?d?d?d?d?d?l?l
487,?w1?w2?d?d?d?d
487,?l?w3?s?w3
487,?d?w3?d?d?d?d?d?d
484,?w2?d?d?s?s
484,?l?w2?d?d?w2
484,?d?d?d?w1?d?d?d
483,?w3?d?d?d?l?l?l?l?d?d?d
482,?l?d?l?l?d?l?l
481,?w2?l?w3?l?l
481,?l?l?s?w1
481,?l?l?d?d?l?l?l?l
480,?w3?l?l?l?l?l?l
480,?l?l?l?d?l
479,?w3?l?l?d?l
479,?d?d?l?l?l?l?d?d
478,?d?w1?d?d?d?d
477,?l?l?l?l?l?l?l?w2
476,?w1?w3?w3
474,?w3?l?l?l?w4
473,?l?l?l?w4?l?l
473,?d?d?d?d?d?d?d?d?w1
472,?u?u?u?u?u?u?u?u?d?d
470,?d?d?d?w2?w2?d?d
469,?l?w2?d?d?l
468,?w3?d?w2?d?d?d
467,?w3?s?w3?d?d
467,?w3?d?d?w1
467,?u?l?l?d?w2
467,?l?l?l?l?d?d?d?w3?d?d?d
467,?l?l?l?d?d?d?d?d?d?d?d?d?d
465,?u?w3?u?d?d
465,?u?l?l?u?w2
465,?l?d?w2?d?d?d
465,?d?d?l?w4
464,?w2?w2?l?l?l?l
464,?l?l?d?l?l?d?l
463,?l?l?l?w2?w4
462,?w4?u?w4
461,?w3?s?s?d?d
461,?w2?d?d?l?l?l?l
461,?w2?d?d?d?d?d?d?w2
461,?u?l?l?l?l?d
461,?l?l?l?w3?l?l?l
460,?w3?w3?d?d?d?d?d
459,?w4?d?w2?d
459,?w3?d?d?d?w2?l?d?d?d
459,?u?u?d?d?d?d?d?d?d
459,?d?d?d?d?u?u?u?u
459,?d?d?d?d?d?s
458,?w3?d?d?w3?d?d
458,?w2?l?s?l
458,?u?u?w2?u?u
458,?l?l?l?d?d?l?l?l?d?d
457,?w3?u?d?d?d?d
457,?w2?l?l?d?d?d?d?d
457,?d?w3?l?l?l
457,?d?w2?w1
456,?u?u?u?u?w2?d?d
456,?d?w2?d?w3
456,?d?d?d?w2?w3
454,?w4?w4?w4
454,?w3?u?u?u?u?d?d
454,?l?l?d?d
452,?w3?w4?d?d?d?d
451,?w2?s?w3?l
450,?w4?w1?d
450,?w4?l?l?w1
450,?w3?l?s?l
449,?w3?l?l?l?s
448,?w4?w4?l?l
448,?w3?l?l?l?l?w2
448,?w2?s?w3?d
448,?l?l?w2?w3?d
448,?l?l?l?d?d?d?l?l?l
448,?d?l?w2?l
447,?w4?s?u
447,?u?l?u?l?u?l?u
445,?w2?d?d?u?u
445,?d?l?w1
444,?d?s?w2
443,?w2?l?l?w3?d
443,?w2?d?l?l?d
442,?w3?d?l?w2
442,?w2?u?u?u?u?u
441,?l?d?d?l?d?d?l
441,?d?w3?d?d?d?d?d
440,?d?d?l?l?l?l?l?l
440,?d?d?d?d?d?d?d?d?u
439,?d?d?w1?d?d?d
438,?w4?w2?l?l?l
438,?l?w2?l?l?d?d?d
438,?d?d?d?s?w2
437,?l?l?w2?d?l
437,?l?d?l?l?l
434,?w4?w1?l
434,?u?w3?u?d
434,?u?u?u?w4?u
433,?w3?d?d?d?l?l
433,?u?l?w1
432,?w3?l?d?d?w2
432,?w2?l?d?d?d?w3?d?d?d
432,?d?s?w3
432,?d?d?s?w4
430,?w4?l?d?l?d
430,?u?w3?w3?d
429,?w2?w1?w1
429,?u?u?u?w2?u
429,?l?l?l?l?d?d?d?d?d?d?d?d
428,?w3?w3?l?d?d
428,?w2?u?u?u?d
428,?w2?l?l?w2?w2
427,?l?l?w2?w2?l?l
427,?d?d?s?w2
426,?w3?u?s
425,?l?l?l?w2?l?d?d
425,?d?s?d?d?s?d?d
424,?w4?u?s
424,?u?l?u?l?w2
424,?l?d?l?d?d?l
424,?d?l?d?d?d?d
424,?d?d?w2?w1
422,?w4?w3?d?d?d?d
422,?u?l?l?s?w2
421,?l?l?l?l?w2?d?d?d
421,?l?d?d?l?l?d
421,?d?d?l?d?d?l?d?d
420,?w3?d?d?w2?d
419,?w2?w1?w4
419,?w2?d?l?w3
419,?u?l?u?w2
419,?l?l?l?s?w4
418,?w3?d?d?d?d?d?w2
418,?d?d?w2?u
417,?w2?d?d?d?d?d?d?d?d?d?d?d
417,?d?d?l?l?l?l?l
416,?w2?l?w2?d?d?d
416,?w2?l?s?w3
416,?u?w2?w3?d?d
416,?l?w3?l?l?l?d?d
416,?l?l?w4?d?d?d?d
415,?w2?u?u?u?d?d
415,?u?w2?w1
415,?u?u?u?u?u?u?d?d?d?d
415,?d?l?l?l?d?d?d
414,?w2?s?l?l?l?l
413,?w1?l?l?d?d?d
412,?w4?w4?d?d?d
412,?w4?u?l
411,?l?d?w3?d
410,?u?w3?w1
409,?l?l?l?w4?d?d?d
409,?l?d?d?l?d?l
408,?w2?d?d?d?l?l?l
408,?l?l?l?l?l?l?w4
408,?l?d?w2?w2
407,?w3?d?s?d?d
407,?w2?d?d?d?d?w3
407,?u?l?l?l?w2?d
407,?l?w2?l?s
406,?w4?d?d?d?d?d?d?d?d?d?d
406,?w1?w4?d?d
406,?u?l?u?l?u?l?u?l
406,?l?l?d?l?l?l?d?l
405,?w3?d?s?s
404,?u?w3?u?w3
404,?u?u?u?d?u?u?u
404,?d?d?w4?l
403,?w4?w4?w3
403,?w4?l?w3?l
403,?l?l?l?w3?d?d?d?d
403,?l?l?d?w2?l
402,?l?l?l?l?d?d?d?w2?d?d?d
402,?d?d?d?d?w2?d?d?d?d?d?d
401,?l?l?w4?w4
401,?d?d?d?w3?d?d?d?d
400,?w3?w2?d?d?d?d?d?d
400,?w3?d?d?d?d?w3
400,?w2?w4?w1
400,?l?l?l?l?l?s
399,?w2?l?d?w3
398,?w2?l?l?l?l?l?d
398,?w1?d?d?l?l
397,?w2?w2?w2?w2
397,?w2?d?l?d?d
397,?u?l?l?l?w2?d?d
396,?w3?w3?l?d
396,?w2?l?l?s?w2
396,?l?w4?w1
396,?d?d?w2?w2?d?d
394,?l?w3?l?l?l?d
393,?w3?l?d?l?d
393,?w2?w3?l?w3
393,?u?w2?l?l?d
392,?w4?d?s?d
392,?w4?d?d?d?l
392,?w3?l?s?s
392,?l?l?s?l?w3
392,?l?l?l?l?s?d
391,?u?l?l?w1
390,?d?w3?s
390,?d?d?d?d?d?d?d?d?w2?d
389,?u?w3?s?d
388,?w3?s?w2?d?d
388,?l?l?w2?s?w2
388,?d?d?w2?d?d?d?d?d?d?d
388,?d?d?d?d?d?d?d?d?d?l?l?l
387,?w4?w1?d?d
387,?l?l?l?w2?w1
387,?d?d?w2?d?d?l
387,?d?d?d?d?w1?d
386,?w3?l?d?d?s
386,?w2?d?d?s?d?d
386,?u?l?u?l?d?d
386,?s?w3?d?d?s
386,?l?l?w4?s
384,?l?d?d?d?w3
383,?w4?s?s?d?d
383,?d?d?d?d?d?w2?d?d?d?d
382,?w3?l?w3?w3
381,?l?w2?d?d?d?w3?d?d?d
381,?l?l?l?l?s?w3
380,?w2?s?s?s
380,?w2?l?d?l?l?l
380,?u?d?d?d?d?d?d?d?u
380,?d?l?l?d?d?d
379,?w2?w1?d?d?d?d
379,?u?w4?u?u
379,?u?l?l?l?w3?d
379,?d?d?d?w2?l?l?l
378,?l?l?w1?l
378,?l?d?d?d?w2?d
377,?w3?l?l?w2?l
377,?w3?d?l?l?l?l
376,?w4?w1?w2
376,?d?d?d?d?d?d?d?d?d?d?d?w2
375,?u?w2?u?u?u?u
375,?u?u?u?d?w2
375,?u?d?d?d?d?d?d?d?d?d
375,?d?w1?d?d?d?d?d
374,?d?d?d?l?l?d?d
373,?w4?l?d?l?l
373,?w3?l?w2?w3
373,?w2?w4?l?l?l
373,?l?w4?l?w2
373,?d?s?w4
372,?w2?l?w2?s
372,?w1?w3?d?d?d
372,?u?u?u?u?u?u?w4
372,?l?w2?s?w3
372,?l?l?s?l?w2
371,?w1?w4?l
371,?l?w3?l?d?d?d?d
371,?d?d?w3?w4
370,?l?l?l?l?d?w3
370,?l?l?d?d?w4
369,?w3?d?d?d?l?w2?d?d?d
369,?w2?w2?l?l?w2
369,?w1?l?d?l
369,?d?d?l?d?d?d?d
368,?w3?l?d?d?l
368,?d?l?w3?l
367,?w2?s?l?d?d
367,?d?w2?d?l?l?l
366,?u?u?s?w3
366,?l?l?w2?l?l?l?d
366,?l?l?l?w3?w4
365,?w2?w2?l?d?d?d
365,?w1?s?d?d?d?d
365,?u?u?d?d?w2
365,?l?w2?l?l?w3
364,?w3?u?l?l?l
364,?u?l?l?l?w3?d?d
364,?u?l?l?d?d?d?d?d?d
363,?u?l?l?u?w3
363,?l?l?l?l?l?w2?l
362,?u?l?w2?l?d
362,?l?l?w2?l?d?d?d?d
362,?d?d?d?d?d?w3?d
361,?w4?w4?s
361,?u?w2?l?l?l
361,?l?w3?d?d?s
360,?w2?l?l?d?l?l
360,?w2?l?l?d?d?d?d?d?d
360,?u?u?w2?w2
359,?w3?w1?s
359,?w3?d?d?s?d
359,?l?l?l?d?l?w2
359,?l?l?d?d?w2?d?d
358,?l?l?l?l?l?l?l?d?d?d
358,?l?d?l?l?l?d?d
357,?w2?d?d?d?l?l?l?l?d?d?d
357,?u?u?w3?u?u
357,?s?w3?s?d?d
357,?d?d?d?d?s?d?d?d?d
356,?w4?u?d?d?d
356,?w2?s?l?l?w2
356,?l?w3?d?w2
356,?l?d?d?d?d?d?d?d?d?l
355,?w2?d?d?d?w2?l?d?d?d
355,?l?d?l?l?l?w2
354,?w2?l?d?d?d?w2?d?d?d
354,?u?w4?d?d?d
354,?u?s?w3
353,?w2?w2?w2?l
353,?l?w2?l?w2?l
353,?d?d?d?d?d?d?d?d?d?s
352,?w2?w2?s?d?d
352,?w2?d?d?d?d?d?l
352,?u?u?w4?u?u
352,?l?l?l?d?d?d?s
351,?u?l?l?l?l?l?d
351,?l?s?l?l?w2
351,?d?d?d?d?d?u?u
350,?u?w2?u?w3
350,?l?l?l?l?l?d?d?l
349,?w1?l?s?d
349,?l?w2?l?l?l?l?l
349,?l?l?w2?w2?w2
349,?l?l?l?l?w3?w2
348,?w4?l?l?l?w3
348,?w3?l?l?l?d?d?d?d
348,?l?w3?d?d?d?d?d?d?d
348,?d?d?w3?s
347,?w3?s?w2?d
347,?w2?l?d?l?d
347,?u?d?w2
347,?l?s?l?s?l?s
347,?l?l?l?l?l?l?l?l?l?d
347,?l?l?d?d?w2?d
345,?w4?l?l?l?d?d?d
345,?d?d?d?l?l?d
344,?w4?l?l?d?d?d?d
344,?u?u?u?u?d?d?d?d?d
344,?l?l?w2?l?l?l?d?d
344,?l?l?l?l?w2?s
344,?l?l?d?d?l?l?d
343,?w3?s?l?w3
343,?w2?l?l?l?l?d?d?d
343,?w1?w1?w1
343,?u?w4?w2
343,?u?u?u?u?w3?u
343,?u?u?u?u?u?u?w3
343,?l?d?l?l?d?l?l?l
343,?l?d?l?d?l?l?l
343,?d?d?d?w1?d?d
342,?w3?s?s?d
342,?u?u?u?u?u?d?d?d?d
342,?u?u?u?l?l?l?d?d
342,?l?l?s?d?d?d
342,?l?l?l?w3?l?d?d
341,?l?s?l?s?l?s?l
341,?l?l?d?d?l?d?d
341,?l?d?w3?l
341,?l?d?l?d?l
341,?d?d?d?d?d?d?w3?d
340,?u?w4?s
340,?u?u?u?u?d?d?d?d?d?d
340 
338,?w1?l?l?l?d?d
338,?u?w3?w2?d?d
337,?u?l?u?l?d?d?d?d
337,?l?l?d?l?l?d?l?l?d
337,?d?l?l?l?d?l?l?l
336,?u?d?w3
336,?d?w3?d?l
336,?d?d?w1?d?d?d?d
336,?d?d?d?w3?w2
335,?w3?w2?l?w3
335,?w3?u?u?w2
335,?u?u?u?u?d?u
334,?w3?l?w2?d?d?d
334,?w3?d?l?l?d
334,?l?l?w2?l?w4
334,?l?l?l?l?w3?l?l
333,?w3?d?d?w3?d?d?d
333,?w2?l?w3?w3
333,?u?l?d?d?d?d?d
333,?l?d?d?l?w2
332,?w3?l?w2?s
332,?w2?w2?w2?d?d
332,?u?u?u?s?w3
332,?l?w2?d?d?d?w2?d?d?d
331,?d?d?s?d?d?d
330,?d?d?d?d?l?d?d
329,?w4?l?l?l?l?l?l
329,?l?d?l?l?l?d?l
329,?d?d?d?d?w1?d?d
328,?w2?l?d?d?l
328,?u?w2?u?d
328,?s?s?w3
328,?l?w1?l?d
327,?w4?u?u?u?u?u?u
326,?w2?w2?d?l
326,?w2?l?w3?d?d?d
326,?w2?d?d?w3?d?d
326,?u?u?d?w2
326,?l?l?l?d?d?s
326,?l?d?d?w1
325,?w3?s?w3?d
325,?w2?l?l?w3?d?d
325,?u?l?l?w4?d?d
325,?l?l?l?d?w4
325,?l?d?l?l?d?l?d
325,?d?d?s?d?d?w3
324,?w1?d?w2?d
324,?l?l?w1?d?d?d
323,?w2?l?l?l?l?l?d?d
323,?u?u?u?s?d?d
323,?l?l?l?l?d?d?s
323,?l?d?l?d?l?d?l?l
323,?d?d?d?l?d?d?d?d
322,?w3?s?u?u?u
322,?u?w3?w2?d
321,?w2?s?s?d?d
321,?w2?l?w4?l
321,?u?l?w2?s
320,?u?u?s?w4
320,?l?d?l?l?l?l?l
320,?d?l?d?l?l?l
319,?l?s?d?w3
319,?l?d?l?d?d?d?d
319,?d?d?d?d?d?w2?l
318,?w3?w3?s?d?d
318,?u?w3?u?w2
318,?u?l?w3?d?d?d
318,?d?d?d?d?d?d?d?u?u
317,?s?s?s?s?s?s
317,?d?d?d?d?w2?l?l?l
316,?w4?u?u?w2
315,?w3?w2?s?d
315,?w3?u?u?u?u?u?u
315,?w1?s?l?l?l
315,?l?w3?l?w1
315,?l?l?w3?w1
315,?d?w2?l?d
314,?u?w2?s?d?d
314,?u?u?u?d?u?u
314,?l?l?w2?w3?d?d
314,?l?l?l?l?d?l?d
314,?d?l?l?l?l?w2
314,?d?d?d?d?d?w2?l?l
313,?u?u?d?d?u?u
313,?u?s?w2
313,?d?d?d?d?s?w2
312,?l?l?l?w3?l?d
312,?l?l?l?l?s?s
312,?l?l?l?l?d?l?l?d
312,?l?l?l?d?d?d?d?l?l?l
312,?d?d?d?w1?d?d?d?d
311,?l?l?s?l?l
311,?l?l?b?b?l?l?l
311,?l?d?w2?l?l
310,?w3?s?d?d?s
310,?u?w2?u?l?l
310,?l?s?w3?d
310,?l?d?l?l?w4
309,?w3?l?w3?l?l
309,?l?l?l?d?d?d?d?s
309,?l?d?d?l?l?d?d
309,?d?d?d?l?l?l?d?d
308,?u?u?u?u?s?d?d
308,?l?w3?s?s
308,?l?w2?s?d
308,?d?d?d?d?d?d?d?d?w2?d?d
307,?w3?w3?l?w3
307,?w2?l?s?l?l
307,?l?l?d?l?d?l?l
307,?l?l?d?d?d?w3
307,?l?d?d?d?l?d
306,?w4?l?s?d?d
306,?w1?w1?l
306,?l?d?l?d?w3
306,?d?l?l?l?d?l
305,?w3?s?w3?w2
305,?u?d?d?d?d?u
305,?s?s?w1?s?s
304,?w3?w1?d?d?d
304,?w3?l?l?w2?d?d
304,?w3?d?d?w2?d?d?d
